,area_type,availability,location,total_sqft,bath,balcony,price,BHK
3968,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,1300.0,2.0,3.0,69.0,3
3969,Built-up  Area,Ready To Move,Kanakpura Road,2000.0,3.0,3.0,105.0,3
3970,Plot  Area,Ready To Move,Kanakpura Road,1200.0,2.0,0.0,62.0,2
3972,Super built-up  Area,Ready To Move,Kanakpura Road,1843.0,3.0,2.0,95.0,3
3975,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,900.0,2.0,1.0,46.29,2
3976,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,850.0,1.0,1.0,37.32,1
3978,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,525.0,1.0,1.0,30.0,1
3979,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,1938.0,3.0,3.0,105.0,3
3980,Super built-up  Area,Ready To Move,Kanakpura Road,1843.0,3.0,2.0,96.2,3
3981,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,525.0,1.0,1.0,26.0,1
3985,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,700.0,2.0,2.0,36.0,2
3990,Super built-up  Area,Ready To Move,Kannamangala,957.0,2.0,1.0,58.0,2
3991,Built-up  Area,Ready To Move,Kannamangala,957.0,2.0,1.0,56.0,2
3992,Built-up  Area,Ready To Move,Kannamangala,3000.0,4.0,0.0,200.0,4
3993,Super built-up  Area,Not Ready to Move Yet,Kannamangala,1536.0,3.0,1.0,89.0,3
3994,Plot  Area,Ready To Move,Kannamangala,2400.0,4.0,1.0,130.0,4
3995,Super built-up  Area,Ready To Move,Kannamangala,1574.0,3.0,1.0,93.34,3
3996,Built-up  Area,Not Ready to Move Yet,Kannamangala,957.0,2.0,0.0,52.5,2
3997,Super built-up  Area,Not Ready to Move Yet,Kannamangala,1536.0,3.0,1.0,104.0,3
3998,Super built-up  Area,Ready To Move,Kannamangala,957.0,2.0,2.0,54.5,2
3999,Super built-up  Area,Ready To Move,Kannamangala,2422.0,4.0,3.0,135.0,4
4000,Super built-up  Area,Ready To Move,Kannamangala,957.0,2.0,1.0,55.0,2
4001,Built-up  Area,Not Ready to Move Yet,Kannamangala,957.0,2.0,2.0,56.0,2
4002,Super built-up  Area,Ready To Move,Kasavanhalli,1060.0,2.0,2.0,58.06,2
4003,Super built-up  Area,Ready To Move,Kasavanhalli,1563.05,3.0,1.0,105.0,3
4004,Built-up  Area,Ready To Move,Kasavanhalli,1717.0,3.0,3.0,99.0,3
4006,Built-up  Area,Ready To Move,Kasavanhalli,3260.0,4.0,1.0,240.0,4
4007,Super built-up  Area,Ready To Move,Kasavanhalli,1349.0,2.0,2.0,78.0,2
4008,Super built-up  Area,Not Ready to Move Yet,Kasavanhalli,1121.0,2.0,2.0,78.0,2
4009,Built-up  Area,Ready To Move,Kasavanhalli,1100.0,2.0,1.0,50.0,2
4011,Super built-up  Area,Ready To Move,Kasavanhalli,1200.0,2.0,1.0,78.0,2
4014,Super built-up  Area,Ready To Move,Kasavanhalli,1476.0,3.0,0.0,89.0,3
4016,Built-up  Area,Ready To Move,Kasavanhalli,1719.0,3.0,2.0,116.0,3
4017,Super built-up  Area,Ready To Move,Kasavanhalli,1115.0,2.0,2.0,50.0,2
4018,Super built-up  Area,Ready To Move,Kasavanhalli,1125.0,2.0,1.0,61.2,2
4019,Super built-up  Area,Not Ready to Move Yet,Kasavanhalli,2170.0,3.0,2.0,151.0,3
4020,Super built-up  Area,Ready To Move,Kasavanhalli,1476.0,3.0,1.0,95.0,3
4022,Super built-up  Area,Not Ready to Move Yet,Kasavanhalli,1787.0,3.0,2.0,123.0,3
4023,Super built-up  Area,Ready To Move,Kasavanhalli,1090.0,2.0,2.0,59.8,2
4024,Super built-up  Area,Not Ready to Move Yet,Kasavanhalli,1691.0,3.0,2.0,104.0,3
4025,Super built-up  Area,Not Ready to Move Yet,Kasavanhalli,4260.0,4.0,3.0,272.0,4
4032,Super built-up  Area,Ready To Move,Kasavanhalli,770.0,1.0,1.0,43.82,1
4033,Super built-up  Area,Not Ready to Move Yet,Kasavanhalli,1147.0,2.0,1.0,60.0,2
4034,Super built-up  Area,Ready To Move,Kasavanhalli,1375.0,2.0,2.0,72.0,2
4035,Super built-up  Area,Ready To Move,Kasavanhalli,1200.0,2.0,2.0,60.0,2
4036,Built-up  Area,Ready To Move,Kasavanhalli,1495.0,2.0,2.0,83.0,2
4038,Super built-up  Area,Not Ready to Move Yet,Kasavanhalli,1917.0,3.0,2.0,132.0,3
4039,Super built-up  Area,Ready To Move,Kasavanhalli,1375.0,2.0,1.0,78.0,2
4040,Super built-up  Area,Ready To Move,Kasavanhalli,1309.0,2.0,2.0,95.0,2
4041,Super built-up  Area,Ready To Move,Kasavanhalli,1476.0,3.0,0.0,105.0,3
4042,Super built-up  Area,Ready To Move,Kasavanhalli,1158.0,2.0,2.0,67.0,2
4043,Super built-up  Area,Ready To Move,Kasavanhalli,1214.0,2.0,3.0,67.0,2
4045,Super built-up  Area,Ready To Move,Kasavanhalli,1495.0,2.0,2.0,110.0,2
4046,Super built-up  Area,Ready To Move,Kasavanhalli,1575.0,2.0,3.0,85.0,2
4047,Super built-up  Area,Ready To Move,Kasavanhalli,1069.0,2.0,2.0,55.0,2
4048,Super built-up  Area,Ready To Move,Kasavanhalli,1100.0,2.0,1.0,68.0,2
4049,Super built-up  Area,Ready To Move,Kasavanhalli,1715.0,3.0,3.0,112.0,3
4050,Super built-up  Area,Ready To Move,Kasavanhalli,1100.0,2.0,1.0,65.0,2
4051,Super built-up  Area,Ready To Move,Kasavanhalli,1230.0,2.0,2.0,66.25,2
4053,Built-up  Area,Ready To Move,Kasavanhalli,1585.0,2.0,2.0,90.0,2
4054,Super built-up  Area,Ready To Move,Kasavanhalli,1245.0,2.0,2.0,80.0,2
4055,Super built-up  Area,Not Ready to Move Yet,Kasavanhalli,2035.0,3.0,2.0,142.0,3
4056,Super built-up  Area,Ready To Move,Kasavanhalli,1747.0,3.0,1.0,110.0,3
4057,Super built-up  Area,Ready To Move,Kasavanhalli,1377.0,2.0,2.0,80.0,2
4058,Super built-up  Area,Ready To Move,Kasavanhalli,1181.0,2.0,1.0,61.0,2
4059,Built-up  Area,Not Ready to Move Yet,Kasavanhalli,1121.0,2.0,2.0,75.0,2
4060,Super built-up  Area,Ready To Move,Kasturi Nagar,1567.0,2.0,2.0,92.0,2
4063,Super built-up  Area,Ready To Move,Kasturi Nagar,1080.0,2.0,2.0,80.0,2
4064,Super built-up  Area,Ready To Move,Kasturi Nagar,1101.0,2.0,2.0,65.0,2
4066,Super built-up  Area,Ready To Move,Kasturi Nagar,1896.0,3.0,1.0,125.0,4
4067,Super built-up  Area,Ready To Move,Kasturi Nagar,1100.0,2.0,2.0,58.0,2
4068,Super built-up  Area,Ready To Move,Kasturi Nagar,1570.0,3.0,2.0,110.0,3
4069,Super built-up  Area,Ready To Move,Kasturi Nagar,1000.0,2.0,0.0,58.0,2
4070,Super built-up  Area,Ready To Move,Kasturi Nagar,1101.0,2.0,2.0,66.0,2
4071,Super built-up  Area,Ready To Move,Kasturi Nagar,2507.0,4.0,2.0,155.0,4
4072,Super built-up  Area,Ready To Move,Kathriguppe,1400.0,2.0,2.0,77.0,3
4073,Super built-up  Area,Ready To Move,Kathriguppe,1250.0,2.0,1.0,68.75,3
4074,Super built-up  Area,Ready To Move,Kathriguppe,1245.0,2.0,2.0,68.48,3
4075,Super built-up  Area,Ready To Move,Kathriguppe,1350.0,2.0,1.0,87.01,3
4076,Super built-up  Area,Ready To Move,Kathriguppe,1350.0,2.0,2.0,80.99,3
4077,Super built-up  Area,Ready To Move,Kathriguppe,1365.0,2.0,2.0,75.08,3
4078,Super built-up  Area,Ready To Move,Kathriguppe,1300.0,3.0,2.0,77.99,3
4079,Super built-up  Area,Ready To Move,Kathriguppe,1350.0,2.0,1.0,80.99,3
4080,Super built-up  Area,Ready To Move,Kathriguppe,1390.0,2.0,2.0,76.45,3
4081,Super built-up  Area,Ready To Move,Kathriguppe,1350.0,3.0,3.0,78.3,3
4082,Super built-up  Area,Ready To Move,Kathriguppe,1250.0,2.0,2.0,68.75,3
4083,Super built-up  Area,Ready To Move,Kathriguppe,1300.0,3.0,2.0,77.99,3
4084,Super built-up  Area,Ready To Move,Kathriguppe,1335.0,2.0,3.0,73.43,3
4085,Super built-up  Area,Ready To Move,Kathriguppe,1300.0,3.0,2.0,77.99,3
4086,Super built-up  Area,Ready To Move,Kathriguppe,1300.0,3.0,3.0,77.99,3
4087,Super built-up  Area,Ready To Move,Kathriguppe,1335.0,2.0,2.0,73.43,3
4088,Super built-up  Area,Ready To Move,Kathriguppe,1350.0,3.0,2.0,80.99,3
4089,Super built-up  Area,Ready To Move,Kathriguppe,1250.0,2.0,1.0,68.75,2
4090,Super built-up  Area,Ready To Move,Kathriguppe,1350.0,3.0,2.0,80.99,3
4091,Built-up  Area,Ready To Move,Kaval Byrasandra,460.0,1.0,0.0,22.0,2
4092,Super built-up  Area,Ready To Move,Kaval Byrasandra,1200.0,2.0,2.0,52.0,2
4093,Built-up  Area,Ready To Move,Kaval Byrasandra,1020.0,2.0,1.0,52.0,2
4094,Super built-up  Area,Ready To Move,Kaval Byrasandra,1200.0,2.0,1.0,49.5,2
4095,Built-up  Area,Ready To Move,Kaval Byrasandra,945.0,2.0,2.0,50.0,2
4096,Built-up  Area,Ready To Move,Kaval Byrasandra,1060.0,2.0,2.0,45.0,2
4097,Built-up  Area,Ready To Move,Kaval Byrasandra,1100.0,2.0,1.0,46.0,2
4098,Built-up  Area,Ready To Move,Kaval Byrasandra,1185.0,2.0,1.0,49.0,2
4099,Super built-up  Area,Ready To Move,Kaval Byrasandra,997.0,2.0,3.0,53.0,2
4100,Super built-up  Area,Ready To Move,Kaval Byrasandra,1060.0,2.0,2.0,42.0,2
4101,Built-up  Area,Ready To Move,Kaval Byrasandra,480.0,1.0,1.0,25.0,1
4102,Super built-up  Area,Ready To Move,Kaval Byrasandra,1125.0,2.0,1.0,41.5,2
4103,Built-up  Area,Ready To Move,Kaval Byrasandra,1180.0,2.0,2.0,60.0,2
4104,Super built-up  Area,Ready To Move,Kaval Byrasandra,1450.0,3.0,2.0,75.0,3
4105,Built-up  Area,Ready To Move,Kaval Byrasandra,1066.0,2.0,3.0,55.0,2
4106,Super built-up  Area,Ready To Move,Kaval Byrasandra,1025.0,2.0,1.0,60.0,2
4108,Built-up  Area,Ready To Move,Kaval Byrasandra,2700.0,3.0,2.0,200.0,3
4109,Super built-up  Area,Ready To Move,Kaval Byrasandra,1400.0,3.0,2.0,75.0,3
4110,Super built-up  Area,Ready To Move,Kenchenahalli,1015.0,2.0,2.0,58.0,2
4111,Super built-up  Area,Ready To Move,Kenchenahalli,715.0,1.0,1.0,45.0,1
4112,Super built-up  Area,Ready To Move,Kenchenahalli,1150.0,2.0,2.0,58.0,2
4113,Super built-up  Area,Ready To Move,Kenchenahalli,1280.0,2.0,2.0,69.0,3
4114,Super built-up  Area,Ready To Move,Kenchenahalli,1410.0,2.0,2.0,73.0,3
4115,Super built-up  Area,Ready To Move,Kenchenahalli,870.0,1.0,1.0,45.0,2
4116,Super built-up  Area,Ready To Move,Kenchenahalli,1150.0,2.0,2.0,60.0,2
4117,Super built-up  Area,Ready To Move,Kenchenahalli,700.0,1.0,1.0,35.0,1
4118,Super built-up  Area,Ready To Move,Kenchenahalli,1165.0,2.0,2.0,45.0,2
4119,Super built-up  Area,Ready To Move,Kenchenahalli,1060.0,2.0,2.0,52.0,2
4120,Super built-up  Area,Ready To Move,Kenchenahalli,1150.0,2.0,2.0,57.0,2
4121,Super built-up  Area,Ready To Move,Kenchenahalli,1015.0,2.0,2.0,60.0,2
4123,Super built-up  Area,Ready To Move,Kengeri,750.0,2.0,1.0,38.0,2
4125,Built-up  Area,Not Ready to Move Yet,Kengeri,340.0,1.0,1.0,10.0,1
4127,Super built-up  Area,Ready To Move,Kengeri,1200.0,2.0,0.0,58.0,2
4131,Super built-up  Area,Ready To Move,Kengeri,1025.0,2.0,2.0,57.0,2
4134,Built-up  Area,Ready To Move,Kengeri,1082.0,2.0,1.0,49.0,3
4137,Built-up  Area,Ready To Move,Kengeri,750.0,2.0,1.0,36.0,2
4140,Super built-up  Area,Not Ready to Move Yet,Kengeri,726.0,2.0,1.0,35.0,2
4142,Super built-up  Area,Not Ready to Move Yet,Kengeri,416.0,1.0,1.0,19.5,1
4143,Super built-up  Area,Ready To Move,Kengeri,900.0,2.0,2.0,45.0,2
4146,Built-up  Area,Ready To Move,Kengeri,502.0,1.0,1.0,25.0,1
4148,Plot  Area,Ready To Move,Kengeri,1200.0,3.0,1.0,67.0,3
4150,Built-up  Area,Ready To Move,Kengeri,500.0,1.0,1.0,17.0,1
4151,Super built-up  Area,Not Ready to Move Yet,Kengeri,540.0,1.0,1.0,22.5,1
4152,Super built-up  Area,Ready To Move,Kengeri,750.0,2.0,1.0,35.5,2
4153,Super built-up  Area,Not Ready to Move Yet,Kengeri,1741.0,3.0,2.0,80.0,3
4155,Plot  Area,Ready To Move,Kengeri,1200.0,2.0,0.0,58.0,2
4156,Super built-up  Area,Ready To Move,Kengeri,400.0,2.0,1.0,25.0,1
4158,Built-up  Area,Ready To Move,Kengeri,1230.0,2.0,2.0,52.0,3
4159,Super built-up  Area,Ready To Move,Kengeri,750.0,2.0,1.0,36.5,2
4160,Built-up  Area,Ready To Move,Kengeri,2540.0,4.0,0.0,160.0,4
4162,Super built-up  Area,Not Ready to Move Yet,Kengeri,416.0,1.0,1.0,18.0,1
4164,Built-up  Area,Ready To Move,Kengeri,883.0,2.0,0.0,49.0,2
4165,Super built-up  Area,Ready To Move,Kengeri,1052.0,2.0,2.0,51.0,2
4167,Super built-up  Area,Ready To Move,Kengeri,1220.0,2.0,2.0,63.0,2
4168,Plot  Area,Ready To Move,Kengeri,1150.0,1.0,0.0,52.0,1
4169,Super built-up  Area,Ready To Move,Kengeri,1192.0,2.0,2.0,53.5,2
4171,Super built-up  Area,Ready To Move,Kengeri,750.0,2.0,1.0,40.0,2
4172,Built-up  Area,Ready To Move,Kengeri,600.0,1.0,1.0,35.0,1
4174,Super built-up  Area,Ready To Move,Kengeri,1035.0,2.0,1.0,51.5,2
4175,Built-up  Area,Ready To Move,Kengeri,410.0,1.0,1.0,15.0,1
4176,Super built-up  Area,Ready To Move,Kengeri,400.0,1.0,1.0,25.0,1
4177,Super built-up  Area,Not Ready to Move Yet,Kengeri,416.0,1.0,1.0,17.19,1
4180,Built-up  Area,Ready To Move,Kengeri,2500.0,4.0,3.0,100.0,5
4181,Built-up  Area,Ready To Move,Kengeri,550.0,1.0,1.0,16.75,1
4182,Super built-up  Area,Ready To Move,Kengeri Satellite Town,890.0,2.0,1.0,35.0,2
4183,Built-up  Area,Ready To Move,Kengeri Satellite Town,883.0,2.0,1.0,45.0,2
4184,Super built-up  Area,Ready To Move,Kengeri Satellite Town,1415.0,2.0,3.0,66.0,3
4185,Super built-up  Area,Ready To Move,Kengeri Satellite Town,930.0,1.0,1.0,30.0,1
4186,Super built-up  Area,Ready To Move,Kengeri Satellite Town,1050.0,2.0,2.0,43.0,2
4187,Super built-up  Area,Ready To Move,Kengeri Satellite Town,1007.0,2.0,3.0,42.0,2
4188,Super built-up  Area,Ready To Move,Kengeri Satellite Town,1043.0,2.0,2.0,65.0,2
4189,Super built-up  Area,Ready To Move,Kengeri Satellite Town,635.0,1.0,1.0,22.0,2
4190,Super built-up  Area,Not Ready to Move Yet,Kengeri Satellite Town,818.0,2.0,1.0,26.0,2
4191,Built-up  Area,Ready To Move,Kengeri Satellite Town,1030.0,2.0,2.0,50.0,2
4192,Plot  Area,Ready To Move,Kengeri Satellite Town,1200.0,2.0,1.0,65.0,2
4193,Super built-up  Area,Ready To Move,Kengeri Satellite Town,795.0,2.0,2.0,32.0,2
4194,Built-up  Area,Ready To Move,Kengeri Satellite Town,560.0,2.0,1.0,16.6,2
4195,Super built-up  Area,Not Ready to Move Yet,Kengeri Satellite Town,1302.5,2.0,0.0,44.285,2
4196,Built-up  Area,Ready To Move,Kengeri Satellite Town,800.0,2.0,1.0,40.0,2
4197,Super built-up  Area,Ready To Move,Kengeri Satellite Town,654.0,1.0,1.0,22.0,1
4198,Super built-up  Area,Ready To Move,Kengeri Satellite Town,1060.0,2.0,3.0,42.0,2
4199,Super built-up  Area,Ready To Move,Kengeri Satellite Town,750.0,2.0,1.0,33.0,2
4200,Super built-up  Area,Ready To Move,Kengeri Satellite Town,920.0,2.0,3.0,39.0,2
4201,Super built-up  Area,Ready To Move,Kengeri Satellite Town,985.0,2.0,2.0,42.0,2
4202,Plot  Area,Ready To Move,Kengeri Satellite Town,2480.0,2.0,1.0,160.0,2
4203,Super built-up  Area,Ready To Move,Kengeri Satellite Town,410.0,1.0,1.0,15.0,1
4204,Super built-up  Area,Ready To Move,Kengeri Satellite Town,1120.0,2.0,2.0,49.0,2
4206,Built-up  Area,Ready To Move,Kengeri Satellite Town,1200.0,5.0,2.0,70.0,5
4207,Built-up  Area,Ready To Move,Kengeri Satellite Town,936.0,2.0,1.0,60.84,4
4208,Built-up  Area,Ready To Move,Kengeri Satellite Town,1110.0,2.0,1.0,43.0,2
4209,Built-up  Area,Ready To Move,Kengeri Satellite Town,1170.0,2.0,3.0,50.0,2
4210,Super built-up  Area,Ready To Move,Kengeri Satellite Town,777.4,2.0,0.0,25.0,2
4211,Super built-up  Area,Not Ready to Move Yet,Kengeri Satellite Town,1025.0,2.0,1.0,28.57,2
4213,Built-up  Area,Ready To Move,Kengeri Satellite Town,800.0,2.0,1.0,32.0,2
4214,Built-up  Area,Ready To Move,Kereguddadahalli,950.0,2.0,1.0,32.0,2
4215,Built-up  Area,Ready To Move,Kereguddadahalli,1400.0,2.0,2.0,48.0,3
4216,Built-up  Area,Ready To Move,Kereguddadahalli,800.0,2.0,2.0,28.0,2
4217,Built-up  Area,Ready To Move,Kereguddadahalli,904.0,2.0,1.0,30.0,2
4219,Super built-up  Area,Ready To Move,Kereguddadahalli,1000.0,2.0,2.0,30.0,2
4220,Built-up  Area,Ready To Move,Kereguddadahalli,1240.0,3.0,2.0,41.0,3
4221,Built-up  Area,Ready To Move,Kereguddadahalli,600.0,1.0,1.0,19.5,1
4222,Built-up  Area,Ready To Move,Kereguddadahalli,1080.0,2.0,2.0,32.0,2
4223,Super built-up  Area,Ready To Move,Kereguddadahalli,1000.0,2.0,1.0,34.0,2
4224,Built-up  Area,Ready To Move,Kereguddadahalli,1105.0,2.0,2.0,27.6,2
4226,Built-up  Area,Ready To Move,Kereguddadahalli,800.0,2.0,1.0,33.0,2
4228,Super built-up  Area,Ready To Move,Kereguddadahalli,1015.0,2.0,1.0,35.0,2
4229,Super built-up  Area,Ready To Move,Kodichikkanahalli,1190.0,2.0,2.0,57.0,3
4230,Built-up  Area,Ready To Move,Kodichikkanahalli,995.0,2.0,1.0,41.0,2
4231,Super built-up  Area,Ready To Move,Kodichikkanahalli,650.0,1.0,2.0,38.0,1
4232,Built-up  Area,Not Ready to Move Yet,Kodichikkanahalli,2700.0,7.0,2.0,125.0,5
4233,Super built-up  Area,Ready To Move,Kodichikkanahalli,1495.0,2.0,2.0,75.0,3
4234,Plot  Area,Ready To Move,Kodichikkanahalli,3250.0,4.0,1.0,180.0,4
4235,Super built-up  Area,Ready To Move,Kodichikkanahalli,1125.0,2.0,1.0,52.0,2
4236,Built-up  Area,Ready To Move,Kodichikkanahalli,1150.0,2.0,3.0,48.0,2
4237,Super built-up  Area,Ready To Move,Kodichikkanahalli,1070.0,2.0,3.0,43.0,2
4238,Super built-up  Area,Ready To Move,Kodichikkanahalli,1620.0,2.0,2.0,85.0,3
4240,Super built-up  Area,Ready To Move,Kodichikkanahalli,1025.0,2.0,2.0,66.0,2
4241,Super built-up  Area,Ready To Move,Kodichikkanahalli,1026.0,2.0,1.0,45.0,2
4242,Built-up  Area,Ready To Move,Kodichikkanahalli,2500.0,7.0,0.0,125.0,5
4243,Built-up  Area,Ready To Move,Kodichikkanahalli,450.0,1.0,1.0,18.0,1
4244,Super built-up  Area,Ready To Move,Kodichikkanahalli,907.0,2.0,2.0,38.5,2
4245,Super built-up  Area,Ready To Move,Kodichikkanahalli,1181.0,2.0,2.0,57.0,2
4246,Super built-up  Area,Ready To Move,Kodichikkanahalli,900.0,2.0,1.0,42.0,2
4248,Built-up  Area,Ready To Move,Kodichikkanahalli,1680.0,2.0,3.0,59.0,2
4249,Super built-up  Area,Ready To Move,Kodichikkanahalli,1400.0,3.0,3.0,66.0,3
4250,Super built-up  Area,Ready To Move,Kodichikkanahalli,976.0,2.0,1.0,50.0,2
4251,Built-up  Area,Ready To Move,Kodichikkanahalli,2700.0,4.0,2.0,125.0,5
4252,Super built-up  Area,Ready To Move,Kodichikkanahalli,1299.0,2.0,3.0,58.0,2
4253,Super built-up  Area,Ready To Move,Kodichikkanahalli,900.0,2.0,1.0,35.0,2
4254,Super built-up  Area,Ready To Move,Kogilu,1909.0,3.0,2.0,88.0,3
4256,Super built-up  Area,Ready To Move,Kogilu,1170.0,2.0,1.0,51.99,2
4257,Built-up  Area,Ready To Move,Kogilu,650.0,2.0,0.0,28.0,2
4258,Super built-up  Area,Ready To Move,Kogilu,1140.0,2.0,1.0,50.66,2
4259,Super built-up  Area,Ready To Move,Kogilu,1200.0,2.0,1.0,53.33,2
4260,Super built-up  Area,Not Ready to Move Yet,Kogilu,1934.0,3.0,2.0,150.0,3
4261,Built-up  Area,Ready To Move,Kogilu,540.0,1.0,0.0,36.0,1
4262,Super built-up  Area,Not Ready to Move Yet,Kogilu,1559.0,3.0,2.0,127.0,3
4263,Super built-up  Area,Ready To Move,Kogilu,1190.0,2.0,2.0,50.66,2
4264,Super built-up  Area,Ready To Move,Kogilu,1140.0,2.0,2.0,50.66,2
4265,Super built-up  Area,Not Ready to Move Yet,Kogilu,1559.0,3.0,2.0,120.0,3
4266,Super built-up  Area,Ready To Move,Kogilu,700.0,1.0,1.0,30.84,1
4267,Super built-up  Area,Ready To Move,Kogilu,1250.0,2.0,1.0,55.55,2
4268,Super built-up  Area,Ready To Move,Kogilu,1200.0,2.0,1.0,53.33,2
4269,Plot  Area,Ready To Move,Kogilu,1200.0,6.0,3.0,105.0,8
4270,Built-up  Area,Ready To Move,Kogilu,952.0,2.0,2.0,49.0,2
4271,Super built-up  Area,Ready To Move,Kogilu,700.0,1.0,1.0,30.84,1
4272,Super built-up  Area,Ready To Move,Kogilu,1250.0,2.0,1.0,55.55,2
4273,Plot  Area,Ready To Move,Kogilu,2456.0,7.0,2.0,85.0,7
4274,Super built-up  Area,Ready To Move,Kogilu,1140.0,2.0,2.0,50.66,2
4275,Super built-up  Area,Ready To Move,Kogilu,1140.0,2.0,2.0,50.66,2
4276,Super built-up  Area,Ready To Move,Koramangala,1320.0,2.0,1.0,165.0,2
4277,Super built-up  Area,Ready To Move,Koramangala,1253.0,2.0,1.0,102.0,2
4278,Super built-up  Area,Ready To Move,Koramangala,1580.0,3.0,2.0,160.0,3
4280,Super built-up  Area,Ready To Move,Koramangala,3500.0,5.0,2.0,425.0,4
4281,Super built-up  Area,Ready To Move,Koramangala,1005.0,1.0,1.0,110.0,2
4282,Super built-up  Area,Ready To Move,Koramangala,2292.0,4.0,1.0,275.0,3
4284,Super built-up  Area,Ready To Move,Koramangala,1290.0,2.0,3.0,100.0,2
4285,Super built-up  Area,Ready To Move,Koramangala,1300.0,2.0,3.0,110.0,2
4287,Super built-up  Area,Ready To Move,Koramangala,1325.0,2.0,2.0,119.0,2
4288,Built-up  Area,Ready To Move,Koramangala,1140.0,2.0,1.0,75.2,2
4289,Built-up  Area,Ready To Move,Koramangala,1260.0,2.0,3.0,100.0,2
4290,Built-up  Area,Ready To Move,Koramangala,1900.0,2.0,1.0,200.0,2
4292,Super built-up  Area,Ready To Move,Koramangala,2292.0,3.0,2.0,286.0,3
4293,Built-up  Area,Ready To Move,Koramangala,2300.0,3.0,3.0,290.0,3
4295,Super built-up  Area,Not Ready to Move Yet,Koramangala,2503.0,6.0,2.0,325.0,4
4297,Super built-up  Area,Ready To Move,Koramangala,1320.0,2.0,1.0,150.0,2
4298,Super built-up  Area,Ready To Move,Koramangala,1320.0,2.0,2.0,110.0,2
4299,Super built-up  Area,Not Ready to Move Yet,Koramangala,2461.0,6.0,2.0,353.0,4
4301,Super built-up  Area,Ready To Move,Koramangala,2246.0,3.0,0.0,300.0,3
4302,Super built-up  Area,Ready To Move,Koramangala,1300.0,2.0,2.0,82.0,2
4305,Super built-up  Area,Ready To Move,Koramangala,1083.0,2.0,1.0,100.0,2
4306,Super built-up  Area,Ready To Move,Koramangala,1744.0,3.0,1.0,200.0,3
4307,Super built-up  Area,Ready To Move,Koramangala,1180.0,2.0,1.0,128.0,2
4308,Super built-up  Area,Ready To Move,Koramangala,1320.0,2.0,1.0,160.0,2
4309,Built-up  Area,Ready To Move,Koramangala,1370.0,2.0,2.0,125.0,2
4310,Super built-up  Area,Ready To Move,Koramangala,1100.0,2.0,2.0,85.0,2
4311,Super built-up  Area,Not Ready to Move Yet,Koramangala,1249.0,2.0,1.0,165.0,2
4312,Built-up  Area,Ready To Move,Koramangala,1200.0,2.0,2.0,100.0,2
4315,Super built-up  Area,Ready To Move,Koramangala,2223.0,3.0,2.0,300.0,3
4316,Super built-up  Area,Ready To Move,Koramangala,1744.0,4.0,1.0,210.0,3
4317,Super built-up  Area,Not Ready to Move Yet,Koramangala,1866.0,4.0,2.0,245.0,3
4318,Super built-up  Area,Ready To Move,Koramangala,1320.0,2.0,1.0,160.0,2
4319,Built-up  Area,Ready To Move,Koramangala,1350.0,2.0,2.0,103.0,2
4320,Built-up  Area,Ready To Move,Koramangala,6000.0,4.0,0.0,625.0,4
4322,Super built-up  Area,Ready To Move,Koramangala,1320.0,2.0,1.0,160.0,2
4323,Built-up  Area,Ready To Move,Koramangala,1710.0,3.0,2.0,210.0,3
4324,Super built-up  Area,Ready To Move,Koramangala,1700.0,3.0,3.0,250.0,3
4325,Built-up  Area,Ready To Move,Koramangala,1355.0,2.0,2.0,95.0,2
4326,Super built-up  Area,Ready To Move,Koramangala,1600.0,3.0,1.0,170.0,3
4327,Super built-up  Area,Ready To Move,Koramangala,1260.0,2.0,1.0,100.0,2
4330,Super built-up  Area,Ready To Move,Kothannur,1206.0,2.0,1.0,48.23,2
4331,Super built-up  Area,Ready To Move,Kothannur,1853.0,3.0,2.0,82.0,3
4333,Built-up  Area,Ready To Move,Kothannur,1100.0,2.0,2.0,40.0,2
4334,Built-up  Area,Ready To Move,Kothannur,1300.0,2.0,0.0,60.0,3
4335,Super built-up  Area,Ready To Move,Kothannur,1197.0,2.0,1.0,47.88,2
4336,Built-up  Area,Ready To Move,Kothannur,740.0,2.0,1.0,34.0,2
4337,Super built-up  Area,Ready To Move,Kothannur,1197.0,2.0,1.0,47.8,2
4338,Super built-up  Area,Ready To Move,Kothannur,1070.0,2.0,1.0,42.79,2
4343,Super built-up  Area,Not Ready to Move Yet,Kothannur,1070.0,2.0,2.0,38.6,2
4344,Carpet  Area,Ready To Move,Kothannur,2000.0,4.0,2.0,95.0,4
4345,Super built-up  Area,Ready To Move,Kothannur,1350.0,2.0,2.0,42.0,2
4346,Super built-up  Area,Ready To Move,Kothannur,1485.0,2.0,2.0,59.4,3
4347,Super built-up  Area,Ready To Move,Kothannur,1215.0,2.0,3.0,48.6,3
4348,Super built-up  Area,Not Ready to Move Yet,Kothannur,1085.0,2.0,2.0,34.2,2
4349,Super built-up  Area,Ready To Move,Kothannur,820.0,2.0,2.0,37.0,2
4350,Super built-up  Area,Ready To Move,Kothannur,1404.0,2.0,1.0,56.15,3
